case,algo,heuristic,ok,pasos,costo,expandidos,ms
208,greedy,manhattan,True,34,34.0,394,2.6369999977760017
208,greedy,linear_conflict,True,26,26.0,52,0.9047999628819525
209,a*,hamming,True,18,18.0,1059,6.0458999942056835
209,a*,manhattan,True,18,18.0,106,0.7075000321492553
209,a*,linear_conflict,True,18,18.0,78,1.1328000109642744
209,greedy,hamming,True,114,114.0,815,4.751500033307821
209,greedy,manhattan,True,88,88.0,241,1.9038000027649105
209,greedy,linear_conflict,True,50,50.0,107,1.7877999925985932
210,a*,hamming,True,22,22.0,5295,35.372600017581135
210,a*,manhattan,True,22,22.0,375,2.5713000213727355
210,a*,linear_conflict,True,22,22.0,185,2.676700009033084
210,greedy,hamming,True,78,78.0,783,4.424900049343705
210,greedy,manhattan,True,54,54.0,106,0.8598000276833773
210,greedy,linear_conflict,True,34,34.0,41,0.8117000106722116
211,a*,hamming,True,26,26.0,27867,201.49929996114224
211,a*,manhattan,True,26,26.0,2985,23.723899968899786
211,a*,linear_conflict,True,26,26.0,1504,21.66280004894361
211,greedy,hamming,True,62,62.0,725,4.04780003009364
211,greedy,manhattan,True,36,36.0,117,0.9293999755755067
211,greedy,linear_conflict,True,28,28.0,49,0.8459999808110297
212,a*,hamming,True,20,20.0,2110,13.200599991250783
212,a*,manhattan,True,20,20.0,156,1.076199987437576
212,a*,linear_conflict,True,20,20.0,95,1.4821999939158559
212,greedy,hamming,True,86,86.0,634,3.6250000121071935
212,greedy,manhattan,True,42,42.0,130,1.117000007070601
212,greedy,linear_conflict,True,30,30.0,51,0.9113000123761594
213,a*,hamming,True,22,22.0,5600,36.83870000531897
213,a*,manhattan,True,22,22.0,1107,9.861700003966689
213,a*,linear_conflict,True,22,22.0,599,9.027899999637157
213,greedy,hamming,True,108,108.0,988,5.395899992436171
213,greedy,manhattan,True,38,38.0,402,2.81510001514107
213,greedy,linear_conflict,True,48,48.0,153,2.4843999999575317
214,a*,hamming,True,20,20.0,2380,15.463899995665997
214,a*,manhattan,True,20,20.0,527,3.6933000083081424
214,a*,linear_conflict,True,20,20.0,386,5.911299958825111
214,greedy,hamming,True,66,66.0,397,2.2654999629594386
214,greedy,manhattan,True,22,22.0,33,0.3179999766871333
214,greedy,linear_conflict,True,22,22.0,31,0.6315999780781567
215,a*,hamming,True,18,18.0,896,5.206500005442649
215,a*,manhattan,True,18,18.0,101,0.6677000201307237
215,a*,linear_conflict,True,18,18.0,77,1.2119999737478793
215,greedy,hamming,True,48,48.0,517,2.919499995186925
215,greedy,manhattan,True,54,54.0,394,2.8375000110827386
215,greedy,linear_conflict,True,28,28.0,53,0.9683999815024436
216,a*,hamming,True,20,20.0,2145,13.413099979516119
216,a*,manhattan,True,20,20.0,222,1.5039999852888286
216,a*,linear_conflict,True,20,20.0,127,1.9640999962575734
216,greedy,hamming,True,34,34.0,59,0.43949997052550316
216,greedy,manhattan,True,38,38.0,85,0.6445000180974603
216,greedy,linear_conflict,True,30,30.0,52,0.9550999966450036
217,a*,hamming,True,24,24.0,11404,80.27969999238849
217,a*,manhattan,True,24,24.0,65,0.47040003119036555
217,a*,linear_conflict,True,24,24.0,54,0.7710999925620854
217,greedy,hamming,True,144,144.0,1143,6.4968999940901995
217,greedy,manhattan,True,90,90.0,443,3.3183000050485134
217,greedy,linear_conflict,True,28,28.0,39,0.7273000082932413
218,a*,hamming,True,26,26.0,32343,240.46609998913482
218,a*,manhattan,True,26,26.0,1907,13.101099990308285
218,a*,linear_conflict,True,26,26.0,874,12.339400011114776
218,greedy,hamming,True,102,102.0,801,4.761099989991635
218,greedy,manhattan,True,68,68.0,412,3.0266999965533614
218,greedy,linear_conflict,True,74,74.0,134,2.302000008057803
219,a*,hamming,True,24,24.0,12496,86.85319998767227
219,a*,manhattan,True,24,24.0,788,5.386100034229457
219,a*,linear_conflict,True,24,24.0,421,6.038100051227957
219,greedy,hamming,True,80,80.0,733,4.039999970700592
219,greedy,manhattan,True,34,34.0,56,0.48160000005736947
219,greedy,linear_conflict,True,30,30.0,35,0.6890000076964498
220,a*,hamming,True,22,22.0,5675,36.23420000076294
220,a*,manhattan,True,22,22.0,312,2.2017000010237098
220,a*,linear_conflict,True,22,22.0,165,2.957699995022267
220,greedy,hamming,True,98,98.0,638,5.9492000145837665
220,greedy,manhattan,True,56,56.0,419,2.8688000165857375
220,greedy,linear_conflict,True,40,40.0,53,0.8814000175334513
221,a*,hamming,True,22,22.0,5540,34.80429999763146
221,a*,manhattan,True,22,22.0,438,3.1100999913178384
221,a*,linear_conflict,True,22,22.0,198,2.9427999979816377
221,greedy,hamming,True,92,92.0,279,1.7503999988548458
221,greedy,manhattan,True,48,48.0,129,1.0061999782919884
221,greedy,linear_conflict,True,36,36.0,81,1.3426999794319272
222,a*,hamming,True,16,16.0,443,2.4238000041805208
222,a*,manhattan,True,16,16.0,203,1.3217999949119985
222,a*,linear_conflict,True,16,16.0,138,2.139699994586408
222,greedy,hamming,True,26,26.0,527,2.8667000005953014
222,greedy,manhattan,True,22,22.0,385,2.702799974940717
222,greedy,linear_conflict,True,16,16.0,21,0.40909997187554836
223,a*,hamming,True,22,22.0,5463,34.683599951677024
223,a*,manhattan,True,22,22.0,840,7.733699982054532
223,a*,linear_conflict,True,22,22.0,360,5.421300011221319
223,greedy,hamming,True,80,80.0,447,2.459599985741079
223,greedy,manhattan,True,48,48.0,128,0.9810000192373991
223,greedy,linear_conflict,True,34,34.0,71,1.1029999586753547
224,a*,hamming,True,20,20.0,2602,15.873800031840801
224,a*,manhattan,True,20,20.0,499,3.478500002529472
224,a*,linear_conflict,True,20,20.0,245,3.6548999487422407
224,greedy,hamming,True,80,80.0,772,4.426600004080683
224,greedy,manhattan,True,62,62.0,401,2.9469000292010605
224,greedy,linear_conflict,True,30,30.0,64,1.075899985153228
225,a*,hamming,True,26,26.0,27884,200.36409999011084
225,a*,manhattan,True,26,26.0,2201,15.207699965685606
225,a*,linear_conflict,True,26,26.0,1024,14.580699964426458
225,greedy,hamming,True,58,58.0,493,2.7649999829009175
225,greedy,manhattan,True,88,88.0,471,3.4462999901734293
225,greedy,linear_conflict,True,64,64.0,148,2.4652000283822417
226,a*,hamming,True,22,22.0,5254,37.07719995873049
226,a*,manhattan,True,22,22.0,362,2.286000002641231
226,a*,linear_conflict,True,22,22.0,240,3.445299982558936
226,greedy,hamming,True,80,80.0,742,4.149499989580363
226,greedy,manhattan,True,66,66.0,441,3.1760999700054526
226,greedy,linear_conflict,True,50,50.0,107,1.7796000465750694
227,a*,hamming,True,18,18.0,1054,6.1561000184156
227,a*,manhattan,True,18,18.0,110,0.7593000191263855
227,a*,linear_conflict,True,18,18.0,65,0.9905999759212136
227,greedy,hamming,True,30,30.0,585,3.1982000218704343
227,greedy,manhattan,True,78,78.0,169,1.357999979518354
227,greedy,linear_conflict,True,18,18.0,20,0.4141000099480152
228,a*,hamming,True,18,18.0,812,4.708399996161461
228,a*,manhattan,True,18,18.0,108,0.7279000128619373
228,a*,linear_conflict,True,18,18.0,51,0.7575000054202974
228,greedy,hamming,True,80,80.0,246,1.6140000079758465
228,greedy,manhattan,True,26,26.0,106,0.7874000002630055
228,greedy,linear_conflict,True,26,26.0,50,0.8551999926567078
229,a*,hamming,True,20,20.0,1951,12.023000046610832
229,a*,manhattan,True,20,20.0,48,0.3223000094294548
229,a*,linear_conflict,True,20,20.0,37,0.5818000063300133
229,greedy,hamming,True,90,90.0,615,3.6617000005207956
229,greedy,manhattan,True,50,50.0,158,1.198899990413338
229,greedy,linear_conflict,True,36,36.0,46,0.8409000001847744
230,a*,hamming,True,22,22.0,5231,35.154700046405196
230,a*,manhattan,True,22,22.0,521,3.2408999977633357
230,a*,linear_conflict,True,22,22.0,264,3.713299985975027
230,greedy,hamming,True,94,94.0,248,1.5814999933354557
230,greedy,manhattan,True,36,36.0,405,2.7958000428043306
230,greedy,linear_conflict,True,46,46.0,87,1.49639998562634
231,a*,hamming,True,22,22.0,5808,37.156199978198856
231,a*,manhattan,True,22,22.0,571,3.7267000298015773
231,a*,linear_conflict,True,22,22.0,337,4.938300000503659
231,greedy,hamming,True,86,86.0,811,4.5359000214375556
231,greedy,manhattan,True,44,44.0,449,3.091599966865033
231,greedy,linear_conflict,True,28,28.0,43,0.8163999882526696
232,a*,hamming,True,12,12.0,73,0.4026999813504517
232,a*,manhattan,True,12,12.0,26,0.1849000109359622
232,a*,linear_conflict,True,12,12.0,16,0.26870000874623656
232,greedy,hamming,True,58,58.0,724,4.0753999492153525
232,greedy,manhattan,True,54,54.0,397,2.839099965058267
232,greedy,linear_conflict,True,12,12.0,19,0.35180000122636557
233,a*,hamming,True,18,18.0,822,4.666399967391044
233,a*,manhattan,True,18,18.0,126,0.8928999886848032
233,a*,linear_conflict,True,18,18.0,87,1.2907999916933477
233,greedy,hamming,True,72,72.0,735,5.077400011941791
233,greedy,manhattan,True,58,58.0,418,4.2990000220015645
233,greedy,linear_conflict,True,42,42.0,163,3.0941999866627157
234,a*,hamming,True,24,24.0,14985,99.30929995607585
234,a*,manhattan,True,24,24.0,1246,7.880399993155152
234,a*,linear_conflict,True,24,24.0,752,10.10879996465519
234,greedy,hamming,True,108,108.0,767,4.305299953557551
234,greedy,manhattan,True,48,48.0,135,1.0592000326141715
234,greedy,linear_conflict,True,36,36.0,76,1.21929997112602
235,a*,hamming,True,28,28.0,64245,472.63809997821227
235,a*,manhattan,True,28,28.0,5121,39.117899956181645
235,a*,linear_conflict,True,28,28.0,2705,40.73970002355054
235,greedy,hamming,True,56,56.0,179,1.173200027551502
235,greedy,manhattan,True,64,64.0,192,1.450899988412857
235,greedy,linear_conflict,True,30,30.0,40,0.7728000055067241
236,a*,hamming,True,22,22.0,6523,46.00850003771484
236,a*,manhattan,True,22,22.0,731,4.939100006595254
236,a*,linear_conflict,True,22,22.0,492,7.2839000495150685
236,greedy,hamming,True,98,98.0,946,5.658299953211099
236,greedy,manhattan,True,60,60.0,245,1.8486999906599522
236,greedy,linear_conflict,True,36,36.0,78,1.3870999682694674
237,a*,hamming,True,20,20.0,2510,16.040799964684993
237,a*,manhattan,True,20,20.0,374,2.650399983394891
237,a*,linear_conflict,True,20,20.0,194,2.7972999960184097
237,greedy,hamming,True,66,66.0,710,3.9420999819412827
237,greedy,manhattan,True,62,62.0,391,2.8256000368855894
237,greedy,linear_conflict,True,24,24.0,52,0.9330000029876828
238,a*,hamming,True,22,22.0,7189,50.66289997193962
238,a*,manhattan,True,22,22.0,951,6.692599970847368
238,a*,linear_conflict,True,22,22.0,511,7.685599965043366
238,greedy,hamming,True,80,80.0,572,3.4604999818839133
238,greedy,manhattan,True,92,92.0,503,3.8354999851435423
238,greedy,linear_conflict,True,32,32.0,61,1.1748999822884798
239,a*,hamming,True,26,26.0,33115,246.03089998709038
239,a*,manhattan,True,26,26.0,2066,19.16440000059083
239,a*,linear_conflict,True,26,26.0,1252,19.859699998050928
239,greedy,hamming,True,114,114.0,976,5.762999993748963
239,greedy,manhattan,True,58,58.0,488,3.6050999769940972
239,greedy,linear_conflict,True,38,38.0,79,1.394999970216304
240,a*,hamming,True,20,20.0,2565,16.80579996900633
240,a*,manhattan,True,20,20.0,309,2.214499982073903
240,a*,linear_conflict,True,20,20.0,173,2.633600030094385
240,greedy,hamming,True,50,50.0,607,3.71890002861619
240,greedy,manhattan,True,36,36.0,73,0.6300000241026282
240,greedy,linear_conflict,True,40,40.0,63,1.1780000058934093
241,a*,hamming,True,18,18.0,1335,8.065500005614012
241,a*,manhattan,True,18,18.0,384,2.7442999999038875
241,a*,linear_conflict,True,18,18.0,234,3.64319997606799
241,greedy,hamming,True,34,34.0,514,3.0070000211708248
241,greedy,manhattan,True,58,58.0,383,3.7953999708406627
241,greedy,linear_conflict,True,32,32.0,61,1.7405999824404716
242,a*,hamming,True,22,22.0,5381,35.90280003845692
242,a*,manhattan,True,22,22.0,468,3.204299951903522
242,a*,linear_conflict,True,22,22.0,231,3.4468999947421253
242,greedy,hamming,True,88,88.0,744,4.38850000500679
242,greedy,manhattan,True,38,38.0,84,0.6984000210650265
242,greedy,linear_conflict,True,48,48.0,88,1.5562999760732055
243,a*,hamming,True,24,24.0,12836,92.49220002675429
243,a*,manhattan,True,24,24.0,807,5.666600016411394
243,a*,linear_conflict,True,24,24.0,473,6.723999977111816
243,greedy,hamming,True,52,52.0,749,4.18109999736771
243,greedy,manhattan,True,58,58.0,407,3.0753000173717737
243,greedy,linear_conflict,True,26,26.0,106,1.7441999516449869
244,a*,hamming,True,24,24.0,12163,85.75550001114607
244,a*,manhattan,True,24,24.0,846,5.874699971172959
244,a*,linear_conflict,True,24,24.0,547,7.829600013792515
244,greedy,hamming,True,60,60.0,723,4.105400003027171
244,greedy,manhattan,True,32,32.0,115,0.874500023201108
244,greedy,linear_conflict,True,54,54.0,113,1.9115000031888485
245,a*,hamming,True,24,24.0,14386,101.50849999627098
245,a*,manhattan,True,24,24.0,440,2.979299984872341
245,a*,linear_conflict,True,24,24.0,199,2.761600015219301
245,greedy,hamming,True,110,110.0,755,4.3672999599948525
245,greedy,manhattan,True,42,42.0,116,0.9889000211842358
245,greedy,linear_conflict,True,38,38.0,54,0.9711000020615757
246,a*,hamming,True,20,20.0,2011,12.47800001874566
246,a*,manhattan,True,20,20.0,143,1.0097000049427152
246,a*,linear_conflict,True,20,20.0,111,2.1989999804645777
246,greedy,hamming,True,56,56.0,461,2.7194999856874347
246,greedy,manhattan,True,98,98.0,413,4.383500025141984
246,greedy,linear_conflict,True,62,62.0,131,3.208500042092055
247,a*,hamming,True,16,16.0,399,2.2072999854572117
247,a*,manhattan,True,16,16.0,32,0.2006999566219747
247,a*,linear_conflict,True,16,16.0,31,0.4417999880388379
247,greedy,hamming,True,24,24.0,31,0.23470004089176655
247,greedy,manhattan,True,16,16.0,17,0.16280001727864146
247,greedy,linear_conflict,True,16,16.0,17,0.3320000250823796
248,a*,hamming,True,24,24.0,14897,103.44520001672208
248,a*,manhattan,True,24,24.0,509,3.2472999882884324
248,a*,linear_conflict,True,24,24.0,292,3.76469996990636
248,greedy,hamming,True,142,142.0,1194,6.621100008487701
248,greedy,manhattan,True,60,60.0,162,1.2706000125035644
248,greedy,linear_conflict,True,34,34.0,52,0.9419000125490129
249,a*,hamming,True,24,24.0,13254,93.1049999780953
249,a*,manhattan,True,24,24.0,1338,8.87340004555881
249,a*,linear_conflict,True,24,24.0,947,14.190700021572411
249,greedy,hamming,True,68,68.0,759,4.2832999606616795
249,greedy,manhattan,True,78,78.0,436,3.368699981365353
249,greedy,linear_conflict,True,74,74.0,166,2.7339000371284783
250,a*,hamming,True,24,24.0,13607,96.05689998716116
250,a*,manhattan,True,24,24.0,719,5.041699972935021
250,a*,linear_conflict,True,24,24.0,343,4.8115000245161355
250,greedy,hamming,True,106,106.0,757,4.378599987830967
250,greedy,manhattan,True,104,104.0,415,3.1433000112883747
250,greedy,linear_conflict,True,32,32.0,45,0.8427000138908625
251,a*,hamming,True,26,26.0,28474,206.89289999427274
251,a*,manhattan,True,26,26.0,3387,26.782700035255402
251,a*,linear_conflict,True,26,26.0,1648,24.92629998596385
251,greedy,hamming,True,72,72.0,772,4.527100012637675
251,greedy,manhattan,True,40,40.0,116,0.9256000048480928
251,greedy,linear_conflict,True,44,44.0,80,1.4608000055886805
252,a*,hamming,True,18,18.0,1043,6.206099991686642
252,a*,manhattan,True,18,18.0,97,0.6915999692864716
252,a*,linear_conflict,True,18,18.0,67,1.0577000211924314
252,greedy,hamming,True,50,50.0,518,2.9814000008627772
252,greedy,manhattan,True,64,64.0,410,3.119200002402067
252,greedy,linear_conflict,True,54,54.0,138,2.3427000269293785
253,a*,hamming,True,16,16.0,380,2.20030004857108
253,a*,manhattan,True,16,16.0,26,0.19669998437166214
253,a*,linear_conflict,True,16,16.0,24,0.4107999848201871
253,greedy,hamming,True,72,72.0,300,1.810200046747923
253,greedy,manhattan,True,16,16.0,21,0.20900001982226968
253,greedy,linear_conflict,True,16,16.0,21,0.42230001417919993
254,a*,hamming,True,22,22.0,6252,41.36829997878522
254,a*,manhattan,True,22,22.0,132,1.1158999986946583
254,a*,linear_conflict,True,22,22.0,118,1.6279999981634319
254,greedy,hamming,True,82,82.0,807,6.358299986459315
254,greedy,manhattan,True,34,34.0,405,2.694500028155744
254,greedy,linear_conflict,True,36,36.0,44,0.7255999953486025
255,a*,hamming,True,24,24.0,13672,92.23550005117431
255,a*,manhattan,True,24,24.0,1580,12.165800028014928
255,a*,linear_conflict,True,24,24.0,842,11.755199986509979
255,greedy,hamming,True,96,96.0,786,4.509299993515015
255,greedy,manhattan,True,84,84.0,458,3.3927999902516603
255,greedy,linear_conflict,True,24,24.0,53,0.9386999881826341
256,a*,hamming,True,26,26.0,28116,207.50909997150302
256,a*,manhattan,True,26,26.0,2068,15.183699957560748
256,a*,linear_conflict,True,26,26.0,1054,15.619599958881736
256,greedy,hamming,True,36,36.0,541,3.0724999960511923
256,greedy,manhattan,True,66,66.0,421,3.132799989543855
256,greedy,linear_conflict,True,40,40.0,76,1.328500045929104
257,a*,hamming,True,26,26.0,31856,238.59130003256723
257,a*,manhattan,True,26,26.0,1374,8.85850004851818
257,a*,linear_conflict,True,26,26.0,794,12.098199978936464
257,greedy,hamming,True,92,92.0,800,4.397099954076111
257,greedy,manhattan,True,58,58.0,143,1.0739000281319022
257,greedy,linear_conflict,True,38,38.0,73,1.170499948784709
258,a*,hamming,True,20,20.0,2282,13.67680000839755
258,a*,manhattan,True,20,20.0,335,2.3268000222742558
258,a*,linear_conflict,True,20,20.0,189,2.8294000076130033
258,greedy,hamming,True,38,38.0,520,2.9697000281885266
258,greedy,manhattan,True,80,80.0,389,2.868100011255592
258,greedy,linear_conflict,True,34,34.0,57,1.0608999873511493
259,a*,hamming,True,22,22.0,7182,50.57049996685237
259,a*,manhattan,True,22,22.0,889,5.943700030911714
259,a*,linear_conflict,True,22,22.0,502,6.989500019699335
259,greedy,hamming,True,68,68.0,769,4.3515999568626285
259,greedy,manhattan,True,80,80.0,440,3.3070999779738486
259,greedy,linear_conflict,True,42,42.0,147,2.4611999979242682
260,a*,hamming,True,24,24.0,15030,106.34790000040084
260,a*,manhattan,True,24,24.0,976,6.63009996060282
260,a*,linear_conflict,True,24,24.0,240,3.390300029423088
260,greedy,hamming,True,80,80.0,240,1.4907000004313886
260,greedy,manhattan,True,66,66.0,192,1.417800027411431
260,greedy,linear_conflict,True,42,42.0,88,1.5718999784439802
261,a*,hamming,True,26,26.0,27976,204.03419999638572
261,a*,manhattan,True,26,26.0,1380,9.223600034601986
261,a*,linear_conflict,True,26,26.0,749,10.702499945182353
261,greedy,hamming,True,82,82.0,242,1.6023999778553843
261,greedy,manhattan,True,66,66.0,413,2.9590000049211085
261,greedy,linear_conflict,True,46,46.0,64,1.1529000476002693
262,a*,hamming,True,24,24.0,15480,113.17379999672994
262,a*,manhattan,True,24,24.0,1130,8.885599963832647
262,a*,linear_conflict,True,24,24.0,600,8.751199988182634
262,greedy,hamming,True,120,120.0,773,4.544199968222529
262,greedy,manhattan,True,72,72.0,454,3.28619999345392
262,greedy,linear_conflict,True,24,24.0,26,0.5144000169821084
263,a*,hamming,True,22,22.0,5618,37.66949998680502
263,a*,manhattan,True,22,22.0,552,3.6573000252246857
263,a*,linear_conflict,True,22,22.0,145,2.1130999666638672
263,greedy,hamming,True,84,84.0,733,4.060100007336587
263,greedy,manhattan,True,40,40.0,424,2.973299997393042
263,greedy,linear_conflict,True,24,24.0,35,0.7214999641291797
264,a*,hamming,True,20,20.0,2030,12.62340001994744
264,a*,manhattan,True,20,20.0,87,0.7366000209003687
264,a*,linear_conflict,True,20,20.0,61,1.7005999688990414
264,greedy,hamming,True,110,110.0,759,5.78120001591742
264,greedy,manhattan,True,56,56.0,438,3.1892999541014433
264,greedy,linear_conflict,True,40,40.0,158,2.432200009934604
265,a*,hamming,True,28,28.0,55254,414.17469998123124
265,a*,manhattan,True,28,28.0,3271,23.562900023534894
265,a*,linear_conflict,True,28,28.0,1952,28.94329995615408
265,greedy,hamming,True,86,86.0,772,4.290400014724582
265,greedy,manhattan,True,68,68.0,434,3.2015000469982624
265,greedy,linear_conflict,True,56,56.0,195,3.0469000339508057
266,a*,hamming,True,22,22.0,5962,47.95939999166876
266,a*,manhattan,True,22,22.0,944,9.36809997074306
266,a*,linear_conflict,True,22,22.0,513,11.880800011567771
266,greedy,hamming,True,24,24.0,522,4.153700021561235
266,greedy,manhattan,True,38,38.0,412,4.981699981726706
266,greedy,linear_conflict,True,24,24.0,49,1.0727000189945102
267,a*,hamming,True,20,20.0,2906,20.08749998640269
267,a*,manhattan,True,20,20.0,235,1.7515000072307885
267,a*,linear_conflict,True,20,20.0,163,2.4874999653548002
267,greedy,hamming,True,46,46.0,223,1.4553000219166279
267,greedy,manhattan,True,42,42.0,95,0.7921999786049128
267,greedy,linear_conflict,True,22,22.0,38,0.7580000092275441
268,a*,hamming,True,24,24.0,14001,113.47589996876195
268,a*,manhattan,True,24,24.0,98,0.8415000047534704
268,a*,linear_conflict,True,24,24.0,59,1.0745000327005982
268,greedy,hamming,True,58,58.0,99,1.1047999723814428
268,greedy,manhattan,True,64,64.0,109,1.3818999868817627
268,greedy,linear_conflict,True,54,54.0,91,1.7455000197514892
269,a*,hamming,True,22,22.0,4846,36.535499966703355
269,a*,manhattan,True,22,22.0,175,1.2774000060744584
269,a*,linear_conflict,True,22,22.0,114,1.8079000292345881
269,greedy,hamming,True,110,110.0,1015,6.335799989756197
269,greedy,manhattan,True,60,60.0,484,4.6514999703504145
269,greedy,linear_conflict,True,22,22.0,36,0.7159000379033387
270,a*,hamming,True,22,22.0,6084,47.85410000476986
270,a*,manhattan,True,22,22.0,765,8.102099993266165
270,a*,linear_conflict,True,22,22.0,370,6.520199996884912
270,greedy,hamming,True,74,74.0,605,3.5413000150583684
270,greedy,manhattan,True,90,90.0,492,3.912000043783337
270,greedy,linear_conflict,True,28,28.0,125,2.179600007366389
271,a*,hamming,True,24,24.0,16630,126.6382000176236
271,a*,manhattan,True,24,24.0,1552,11.672900000121444
271,a*,linear_conflict,True,24,24.0,988,16.16449997527525
271,greedy,hamming,True,76,76.0,800,4.93970001116395
271,greedy,manhattan,True,96,96.0,487,3.9879000396467745
271,greedy,linear_conflict,True,60,60.0,120,2.7818999951705337
272,a*,hamming,True,18,18.0,913,7.007300038821995
272,a*,manhattan,True,18,18.0,245,2.262100053485483
272,a*,linear_conflict,True,18,18.0,108,1.6816999996080995
272,greedy,hamming,True,58,58.0,684,3.6894999793730676
272,greedy,manhattan,True,26,26.0,101,0.7184999994933605
272,greedy,linear_conflict,True,26,26.0,55,0.9000999853014946
273,a*,hamming,True,20,20.0,2373,15.187499986495823
273,a*,manhattan,True,20,20.0,448,3.0642999918200076
273,a*,linear_conflict,True,20,20.0,295,4.8467000015079975
273,greedy,hamming,True,58,58.0,395,2.3819999769330025
273,greedy,manhattan,True,58,58.0,202,1.650199992582202
273,greedy,linear_conflict,True,48,48.0,129,2.1717000054195523
274,a*,hamming,True,22,22.0,6310,42.915199999697506
274,a*,manhattan,True,22,22.0,549,4.010499978903681
274,a*,linear_conflict,True,22,22.0,326,5.226099980063736
274,greedy,hamming,True,68,68.0,744,5.697099957615137
274,greedy,manhattan,True,48,48.0,433,3.3682999783195555
274,greedy,linear_conflict,True,64,64.0,154,2.5605999981053174
275,a*,hamming,True,22,22.0,8496,56.50450004031882
275,a*,manhattan,True,22,22.0,902,6.1713000177405775
275,a*,linear_conflict,True,22,22.0,496,7.639899966306984
275,greedy,hamming,True,62,62.0,534,3.1820000149309635
275,greedy,manhattan,True,56,56.0,167,1.344999996945262
275,greedy,linear_conflict,True,44,44.0,92,1.6272999928332865
276,a*,hamming,True,20,20.0,1940,12.397199985571206
276,a*,manhattan,True,20,20.0,76,0.5635000416077673
276,a*,linear_conflict,True,20,20.0,55,1.173800032120198
276,greedy,hamming,True,70,70.0,563,4.462199984118342
276,greedy,manhattan,True,28,28.0,40,0.34870003582909703
276,greedy,linear_conflict,True,20,20.0,24,0.7161999819800258
277,a*,hamming,True,26,26.0,28389,205.15799999702722
277,a*,manhattan,True,26,26.0,2196,15.64440003130585
277,a*,linear_conflict,True,26,26.0,1360,21.07600000454113
277,greedy,hamming,True,162,162.0,1094,6.8672000197693706
277,greedy,manhattan,True,86,86.0,464,3.5512999747879803
277,greedy,linear_conflict,True,28,28.0,60,1.0577000211924314
278,a*,hamming,True,22,22.0,5411,36.73049999633804
278,a*,manhattan,True,22,22.0,478,3.3792000031098723
278,a*,linear_conflict,True,22,22.0,304,5.797900026664138
278,greedy,hamming,True,94,94.0,634,4.990799992810935
278,greedy,manhattan,True,58,58.0,402,2.8520000050775707
278,greedy,linear_conflict,True,30,30.0,59,1.033900014590472
279,a*,hamming,True,20,20.0,2565,15.736399975139648
279,a*,manhattan,True,20,20.0,127,0.9295999770984054
279,a*,linear_conflict,True,20,20.0,107,1.806400017812848
279,greedy,hamming,True,84,84.0,242,1.6311000217683613
279,greedy,manhattan,True,48,48.0,103,0.838999985717237
279,greedy,linear_conflict,True,46,46.0,80,1.4631000231020153
280,a*,hamming,True,20,20.0,2742,17.33919995604083
280,a*,manhattan,True,20,20.0,198,1.43580004805699
280,a*,linear_conflict,True,20,20.0,124,1.971399993635714
280,greedy,hamming,True,48,48.0,87,0.6273000035434961
280,greedy,manhattan,True,38,38.0,72,0.6192000000737607
280,greedy,linear_conflict,True,20,20.0,62,1.075000036507845
281,a*,hamming,True,20,20.0,2226,13.639200013130903
281,a*,manhattan,True,20,20.0,474,3.205799963325262
281,a*,linear_conflict,True,20,20.0,332,4.963500017765909
281,greedy,hamming,True,52,52.0,725,3.925700031686574
281,greedy,manhattan,True,48,48.0,389,2.915999968536198
281,greedy,linear_conflict,True,46,46.0,153,2.4850000045262277
282,a*,hamming,True,18,18.0,995,5.676000029779971
282,a*,manhattan,True,18,18.0,161,1.0821999749168754
282,a*,linear_conflict,True,18,18.0,96,1.78540003253147
282,greedy,hamming,True,88,88.0,724,4.958199977409095
282,greedy,manhattan,True,48,48.0,429,3.466400026809424
282,greedy,linear_conflict,True,32,32.0,151,2.3465999984182417
283,a*,hamming,True,16,16.0,462,2.3724999628029764
283,a*,manhattan,True,16,16.0,108,0.6796999950893223
283,a*,linear_conflict,True,16,16.0,83,1.2317000073380768
283,greedy,hamming,True,76,76.0,707,3.831900015939027
283,greedy,manhattan,True,44,44.0,107,0.8208000217564404
283,greedy,linear_conflict,True,32,32.0,47,0.8239999879151583
284,a*,hamming,True,20,20.0,3019,19.00780003052205
284,a*,manhattan,True,20,20.0,338,2.287200011778623
284,a*,linear_conflict,True,20,20.0,241,3.575999988242984
284,greedy,hamming,True,90,90.0,748,4.288900003302842
284,greedy,manhattan,True,40,40.0,450,3.181300009600818
284,greedy,linear_conflict,True,20,20.0,31,0.6148000247776508
285,a*,hamming,True,20,20.0,2915,19.055600045248866
285,a*,manhattan,True,20,20.0,369,2.450999978464097
285,a*,linear_conflict,True,20,20.0,228,3.443799971137196
285,greedy,hamming,True,64,64.0,187,1.3012999552302063
285,greedy,manhattan,True,32,32.0,67,0.5448000156320632
285,greedy,linear_conflict,True,30,30.0,46,0.8808000129647553
286,a*,hamming,True,20,20.0,2178,13.601400016341358
286,a*,manhattan,True,20,20.0,201,1.3500999775715172
286,a*,linear_conflict,True,20,20.0,150,2.161199983675033
286,greedy,hamming,True,36,36.0,568,3.715700004249811
286,greedy,manhattan,True,68,68.0,153,1.6134000034071505
286,greedy,linear_conflict,True,28,28.0,63,1.3653000351041555
287,a*,hamming,True,20,20.0,2180,15.03680000314489
287,a*,manhattan,True,20,20.0,149,0.9593999711796641
287,a*,linear_conflict,True,20,20.0,109,1.4970999909564853
